Geography,Geography Code,All usual residents,Access census area explorer
Craigavon_E4,N20000442,471,Craigavon_E4 DZ profile
Craigavon_F3,N20000443,443,Craigavon_F3 DZ profile
Craigavon_F4,N20000444,408,Craigavon_F4 DZ profile
Craigavon_E5,N20000445,520,Craigavon_E5 DZ profile
Craigavon_J1,N20000446,667,Craigavon_J1 DZ profile
Craigavon_F5,N20000447,520,Craigavon_F5 DZ profile
Craigavon_G1,N20000448,582,Craigavon_G1 DZ profile
Craigavon_G2,N20000449,413,Craigavon_G2 DZ profile
Craigavon_H1,N20000450,313,Craigavon_H1 DZ profile
Craigavon_J2,N20000451,722,Craigavon_J2 DZ profile
Craigavon_G3,N20000452,421,Craigavon_G3 DZ profile
Craigavon_G4,N20000453,601,Craigavon_G4 DZ profile
Craigavon_G5,N20000454,322,Craigavon_G5 DZ profile
Craigavon_F6,N20000455,458,Craigavon_F6 DZ profile
Craigavon_H2,N20000456,422,Craigavon_H2 DZ profile
Craigavon_J3,N20000457,619,Craigavon_J3 DZ profile
Craigavon_L1,N20000458,404,Craigavon_L1 DZ profile
Craigavon_H3,N20000459,418,Craigavon_H3 DZ profile
Craigavon_H4,N20000460,706,Craigavon_H4 DZ profile
Craigavon_J4,N20000461,656,Craigavon_J4 DZ profile
Craigavon_N1,N20000462,489,Craigavon_N1 DZ profile
Craigavon_K1,N20000463,414,Craigavon_K1 DZ profile
Craigavon_N2,N20000464,524,Craigavon_N2 DZ profile
Craigavon_L2,N20000465,241,Craigavon_L2 DZ profile
Craigavon_K2,N20000466,504,Craigavon_K2 DZ profile
Craigavon_L3,N20000467,485,Craigavon_L3 DZ profile
Craigavon_K3,N20000468,460,Craigavon_K3 DZ profile
Craigavon_P1,N20000469,573,Craigavon_P1 DZ profile
Craigavon_N3,N20000470,466,Craigavon_N3 DZ profile
Craigavon_N4,N20000471,631,Craigavon_N4 DZ profile
Craigavon_N5,N20000472,611,Craigavon_N5 DZ profile
Craigavon_L4,N20000473,466,Craigavon_L4 DZ profile
Craigavon_P2,N20000474,724,Craigavon_P2 DZ profile
Craigavon_P3,N20000475,648,Craigavon_P3 DZ profile
Lurgan_A1,N20000476,569,Lurgan_A1 DZ profile
Lurgan_B1,N20000477,566,Lurgan_B1 DZ profile
Lurgan_A2,N20000478,618,Lurgan_A2 DZ profile
Lurgan_A3,N20000479,382,Lurgan_A3 DZ profile
Lurgan_A4,N20000480,478,Lurgan_A4 DZ profile
Lurgan_B2,N20000481,661,Lurgan_B2 DZ profile
Lurgan_A5,N20000482,777,Lurgan_A5 DZ profile
Lurgan_C1,N20000483,682,Lurgan_C1 DZ profile
Lurgan_C2,N20000484,551,Lurgan_C2 DZ profile
Lurgan_D1,N20000485,632,Lurgan_D1 DZ profile
Lurgan_D2,N20000486,573,Lurgan_D2 DZ profile
Lurgan_C3,N20000487,540,Lurgan_C3 DZ profile
Lurgan_B3,N20000488,544,Lurgan_B3 DZ profile
Lurgan_D3,N20000489,443,Lurgan_D3 DZ profile
Lurgan_E1,N20000490,786,Lurgan_E1 DZ profile
Lurgan_E2,N20000491,437,Lurgan_E2 DZ profile
Lurgan_E3,N20000492,529,Lurgan_E3 DZ profile
Lurgan_C4,N20000493,593,Lurgan_C4 DZ profile
Lurgan_E4,N20000494,615,Lurgan_E4 DZ profile
Lurgan_D4,N20000495,650,Lurgan_D4 DZ profile
Lurgan_F1,N20000496,671,Lurgan_F1 DZ profile
Lurgan_F2,N20000497,467,Lurgan_F2 DZ profile
Lurgan_E5,N20000498,491,Lurgan_E5 DZ profile
Lurgan_D5,N20000499,556,Lurgan_D5 DZ profile
Lurgan_F3,N20000500,398,Lurgan_F3 DZ profile
Lurgan_H1,N20000501,548,Lurgan_H1 DZ profile
Lurgan_H2,N20000502,449,Lurgan_H2 DZ profile
Lurgan_G1,N20000503,407,Lurgan_G1 DZ profile
Lurgan_F4,N20000504,356,Lurgan_F4 DZ profile
Lurgan_G2,N20000505,342,Lurgan_G2 DZ profile
Lurgan_G3,N20000506,502,Lurgan_G3 DZ profile
Lurgan_H3,N20000507,660,Lurgan_H3 DZ profile
Lurgan_F5,N20000508,388,Lurgan_F5 DZ profile
Lurgan_G4,N20000509,334,Lurgan_G4 DZ profile
Lurgan_J1,N20000510,619,Lurgan_J1 DZ profile
Lurgan_F6,N20000511,535,Lurgan_F6 DZ profile
Lurgan_K1,N20000512,513,Lurgan_K1 DZ profile
Lurgan_H4,N20000513,384,Lurgan_H4 DZ profile
Lurgan_P1,N20000514,487,Lurgan_P1 DZ profile
Lurgan_K2,N20000515,526,Lurgan_K2 DZ profile
Lurgan_L1,N20000516,473,Lurgan_L1 DZ profile
Lurgan_J2,N20000517,494,Lurgan_J2 DZ profile
Lurgan_J3,N20000518,458,Lurgan_J3 DZ profile
Lurgan_K3,N20000519,315,Lurgan_K3 DZ profile
Lurgan_J4,N20000520,677,Lurgan_J4 DZ profile
Lurgan_B4,N20000521,675,Lurgan_B4 DZ profile
Lurgan_N1,N20000522,497,Lurgan_N1 DZ profile
Lurgan_P2,N20000523,447,Lurgan_P2 DZ profile
Lurgan_L2,N20000524,521,Lurgan_L2 DZ profile
Lurgan_L3,N20000525,410,Lurgan_L3 DZ profile
Lurgan_K4,N20000526,340,Lurgan_K4 DZ profile
Lurgan_Q1,N20000527,527,Lurgan_Q1 DZ profile
Lurgan_R1,N20000528,417,Lurgan_R1 DZ profile
Lurgan_P3,N20000529,459,Lurgan_P3 DZ profile
Lurgan_N2,N20000530,478,Lurgan_N2 DZ profile
Lurgan_P4,N20000531,409,Lurgan_P4 DZ profile
Lurgan_R2,N20000532,260,Lurgan_R2 DZ profile
Lurgan_P5,N20000533,337,Lurgan_P5 DZ profile
Lurgan_Q2,N20000534,389,Lurgan_Q2 DZ profile
Lurgan_N3,N20000535,481,Lurgan_N3 DZ profile
Lurgan_R3,N20000536,851,Lurgan_R3 DZ profile
Lurgan_S1,N20000537,497,Lurgan_S1 DZ profile
Lurgan_N4,N20000538,689,Lurgan_N4 DZ profile
Lurgan_Q3,N20000539,432,Lurgan_Q3 DZ profile
Lurgan_Q4,N20000540,453,Lurgan_Q4 DZ profile
Lurgan_R4,N20000541,486,Lurgan_R4 DZ profile
Lurgan_S2,N20000542,494,Lurgan_S2 DZ profile
Lurgan_R5,N20000543,509,Lurgan_R5 DZ profile
Lurgan_T1,N20000544,540,Lurgan_T1 DZ profile
Lurgan_S3,N20000545,450,Lurgan_S3 DZ profile
Lurgan_T2,N20000546,297,Lurgan_T2 DZ profile
Lurgan_S4,N20000547,548,Lurgan_S4 DZ profile
Lurgan_T3,N20000548,488,Lurgan_T3 DZ profile
Lurgan_S5,N20000549,638,Lurgan_S5 DZ profile
Lurgan_T4,N20000550,498,Lurgan_T4 DZ profile
Lagan_River_C1,N20000551,624,Lagan_River_C1 DZ profile
Lagan_River_A1,N20000552,624,Lagan_River_A1 DZ profile
Lagan_River_G1,N20000553,711,Lagan_River_G1 DZ profile
Lagan_River_A2,N20000554,477,Lagan_River_A2 DZ profile
Lagan_River_A3,N20000555,513,Lagan_River_A3 DZ profile
Lagan_River_A4,N20000556,321,Lagan_River_A4 DZ profile
Lagan_River_B1,N20000557,440,Lagan_River_B1 DZ profile
Lagan_River_B2,N20000558,715,Lagan_River_B2 DZ profile
Lagan_River_C2,N20000559,462,Lagan_River_C2 DZ profile
Lagan_River_J1,N20000560,322,Lagan_River_J1 DZ profile
Lagan_River_B3,N20000561,776,Lagan_River_B3 DZ profile
Lagan_River_C3,N20000562,435,Lagan_River_C3 DZ profile
Lagan_River_K1,N20000563,701,Lagan_River_K1 DZ profile
Lagan_River_E1,N20000564,560,Lagan_River_E1 DZ profile
Lagan_River_D1,N20000565,572,Lagan_River_D1 DZ profile
Lagan_River_F1,N20000566,498,Lagan_River_F1 DZ profile
Lagan_River_E2,N20000567,684,Lagan_River_E2 DZ profile
Lagan_River_D2,N20000568,535,Lagan_River_D2 DZ profile
Lagan_River_G2,N20000569,684,Lagan_River_G2 DZ profile
Lagan_River_F2,N20000570,434,Lagan_River_F2 DZ profile
Lagan_River_D3,N20000571,620,Lagan_River_D3 DZ profile
Lagan_River_E3,N20000572,733,Lagan_River_E3 DZ profile
Lagan_River_F3,N20000573,727,Lagan_River_F3 DZ profile
Lagan_River_F4,N20000574,726,Lagan_River_F4 DZ profile
Lagan_River_F5,N20000575,594,Lagan_River_F5 DZ profile
Lagan_River_H1,N20000576,597,Lagan_River_H1 DZ profile
Lagan_River_H2,N20000577,488,Lagan_River_H2 DZ profile
Lagan_River_H3,N20000578,603,Lagan_River_H3 DZ profile
Lagan_River_J2,N20000579,608,Lagan_River_J2 DZ profile
Lagan_River_G3,N20000580,796,Lagan_River_G3 DZ profile
Lagan_River_G4,N20000581,421,Lagan_River_G4 DZ profile
Lagan_River_K2,N20000582,650,Lagan_River_K2 DZ profile
Lagan_River_K3,N20000583,517,Lagan_River_K3 DZ profile
Lagan_River_L1,N20000584,684,Lagan_River_L1 DZ profile
Lagan_River_J3,N20000585,479,Lagan_River_J3 DZ profile
Lagan_River_J4,N20000586,546,Lagan_River_J4 DZ profile
Lagan_River_L2,N20000587,746,Lagan_River_L2 DZ profile
Lagan_River_K4,N20000588,556,Lagan_River_K4 DZ profile
Lagan_River_N1,N20000589,457,Lagan_River_N1 DZ profile
Lagan_River_N2,N20000590,454,Lagan_River_N2 DZ profile
Lagan_River_N3,N20000591,451,Lagan_River_N3 DZ profile
Lagan_River_N4,N20000592,654,Lagan_River_N4 DZ profile
Lagan_River_N5,N20000593,609,Lagan_River_N5 DZ profile
Banbridge_A1,N20000594,410,Banbridge_A1 DZ profile
Banbridge_A2,N20000595,614,Banbridge_A2 DZ profile
Banbridge_A3,N20000596,454,Banbridge_A3 DZ profile
Banbridge_A4,N20000597,336,Banbridge_A4 DZ profile
Banbridge_B1,N20000598,496,Banbridge_B1 DZ profile
Banbridge_A5,N20000599,491,Banbridge_A5 DZ profile
Banbridge_B2,N20000600,542,Banbridge_B2 DZ profile
Banbridge_B3,N20000601,446,Banbridge_B3 DZ profile
Banbridge_B4,N20000602,473,Banbridge_B4 DZ profile
Banbridge_D1,N20000603,605,Banbridge_D1 DZ profile
Banbridge_C1,N20000604,301,Banbridge_C1 DZ profile
Banbridge_F1,N20000605,391,Banbridge_F1 DZ profile
Banbridge_F2,N20000606,400,Banbridge_F2 DZ profile
Banbridge_D2,N20000607,305,Banbridge_D2 DZ profile
Banbridge_C2,N20000608,449,Banbridge_C2 DZ profile
Banbridge_C3,N20000609,632,Banbridge_C3 DZ profile
Banbridge_C4,N20000610,543,Banbridge_C4 DZ profile
Banbridge_D3,N20000611,411,Banbridge_D3 DZ profile
Banbridge_E1,N20000612,456,Banbridge_E1 DZ profile
Banbridge_E2,N20000613,328,Banbridge_E2 DZ profile
Banbridge_L1,N20000614,782,Banbridge_L1 DZ profile
Banbridge_D4,N20000615,412,Banbridge_D4 DZ profile
Banbridge_D5,N20000616,343,Banbridge_D5 DZ profile
Banbridge_E3,N20000617,330,Banbridge_E3 DZ profile
Banbridge_E4,N20000618,420,Banbridge_E4 DZ profile
Banbridge_D6,N20000619,390,Banbridge_D6 DZ profile
Banbridge_E5,N20000620,613,Banbridge_E5 DZ profile
Banbridge_H1,N20000621,801,Banbridge_H1 DZ profile
Banbridge_D7,N20000622,460,Banbridge_D7 DZ profile
Banbridge_J1,N20000623,530,Banbridge_J1 DZ profile
Banbridge_G1,N20000624,298,Banbridge_G1 DZ profile
Banbridge_H2,N20000625,529,Banbridge_H2 DZ profile
Banbridge_J2,N20000626,464,Banbridge_J2 DZ profile
Banbridge_H3,N20000627,526,Banbridge_H3 DZ profile
Banbridge_J3,N20000628,465,Banbridge_J3 DZ profile
Banbridge_F3,N20000629,474,Banbridge_F3 DZ profile
Banbridge_G2,N20000630,402,Banbridge_G2 DZ profile
Banbridge_E6,N20000631,377,Banbridge_E6 DZ profile
Banbridge_G3,N20000632,430,Banbridge_G3 DZ profile
Banbridge_J4,N20000633,406,Banbridge_J4 DZ profile
Banbridge_G4,N20000634,395,Banbridge_G4 DZ profile
Banbridge_J5,N20000635,646,Banbridge_J5 DZ profile
Banbridge_H4,N20000636,570,Banbridge_H4 DZ profile
Banbridge_K1,N20000637,574,Banbridge_K1 DZ profile
Banbridge_K2,N20000638,481,Banbridge_K2 DZ profile
Banbridge_H5,N20000639,530,Banbridge_H5 DZ profile
Banbridge_K3,N20000640,723,Banbridge_K3 DZ profile
Banbridge_K4,N20000641,730,Banbridge_K4 DZ profile
Banbridge_F4,N20000642,420,Banbridge_F4 DZ profile
Banbridge_K5,N20000643,526,Banbridge_K5 DZ profile
Banbridge_F5,N20000644,389,Banbridge_F5 DZ profile
Banbridge_L2,N20000645,657,Banbridge_L2 DZ profile
Banbridge_N1,N20000646,557,Banbridge_N1 DZ profile
Banbridge_N2,N20000647,523,Banbridge_N2 DZ profile
Banbridge_L3,N20000648,605,Banbridge_L3 DZ profile
Banbridge_N3,N20000649,777,Banbridge_N3 DZ profile
Banbridge_P1,N20000650,391,Banbridge_P1 DZ profile
Banbridge_P2,N20000651,762,Banbridge_P2 DZ profile
Banbridge_N4,N20000652,580,Banbridge_N4 DZ profile
Banbridge_L4,N20000653,688,Banbridge_L4 DZ profile
Banbridge_N5,N20000654,481,Banbridge_N5 DZ profile
Banbridge_P3,N20000655,436,Banbridge_P3 DZ profile
Banbridge_P4,N20000656,302,Banbridge_P4 DZ profile
Banbridge_L5,N20000657,668,Banbridge_L5 DZ profile
Banbridge_P5,N20000658,505,Banbridge_P5 DZ profile
Banbridge_Q1,N20000659,418,Banbridge_Q1 DZ profile
Banbridge_Q2,N20000660,580,Banbridge_Q2 DZ profile
Banbridge_Q3,N20000661,564,Banbridge_Q3 DZ profile
Banbridge_Q4,N20000662,462,Banbridge_Q4 DZ profile
Banbridge_Q5,N20000663,468,Banbridge_Q5 DZ profile
Cusher_E1,N20000664,611,Cusher_E1 DZ profile
Cusher_E2,N20000665,489,Cusher_E2 DZ profile
Cusher_B1,N20000666,432,Cusher_B1 DZ profile
Cusher_A1,N20000667,348,Cusher_A1 DZ profile
Cusher_B2,N20000668,224,Cusher_B2 DZ profile
Cusher_B3,N20000669,470,Cusher_B3 DZ profile
Cusher_A2,N20000670,484,Cusher_A2 DZ profile
Cusher_B4,N20000671,673,Cusher_B4 DZ profile
Cusher_D1,N20000672,328,Cusher_D1 DZ profile
Cusher_B5,N20000673,593,Cusher_B5 DZ profile
Cusher_E3,N20000674,546,Cusher_E3 DZ profile
Cusher_A3,N20000675,578,Cusher_A3 DZ profile
Cusher_D2,N20000676,675,Cusher_D2 DZ profile
Cusher_B6,N20000677,348,Cusher_B6 DZ profile
Cusher_C1,N20000678,607,Cusher_C1 DZ profile
Cusher_C2,N20000679,771,Cusher_C2 DZ profile
Cusher_C3,N20000680,454,Cusher_C3 DZ profile
Cusher_E4,N20000681,661,Cusher_E4 DZ profile
Cusher_F1,N20000682,494,Cusher_F1 DZ profile
Cusher_F2,N20000683,422,Cusher_F2 DZ profile
Cusher_F3,N20000684,380,Cusher_F3 DZ profile
Cusher_D3,N20000685,775,Cusher_D3 DZ profile
Cusher_F4,N20000686,418,Cusher_F4 DZ profile
Cusher_G1,N20000687,506,Cusher_G1 DZ profile
Cusher_E5,N20000688,667,Cusher_E5 DZ profile
Cusher_G2,N20000689,704,Cusher_G2 DZ profile
Cusher_G3,N20000690,603,Cusher_G3 DZ profile
Cusher_G4,N20000691,534,Cusher_G4 DZ profile
Cusher_H1,N20000692,845,Cusher_H1 DZ profile
Cusher_K1,N20000693,476,Cusher_K1 DZ profile
Cusher_H2,N20000694,715,Cusher_H2 DZ profile
Cusher_K2,N20000695,704,Cusher_K2 DZ profile
Cusher_J1,N20000696,423,Cusher_J1 DZ profile
Cusher_J2,N20000697,635,Cusher_J2 DZ profile
Cusher_J3,N20000698,248,Cusher_J3 DZ profile
Cusher_K3,N20000699,562,Cusher_K3 DZ profile
Cusher_J4,N20000700,600,Cusher_J4 DZ profile
Cusher_L1,N20000701,748,Cusher_L1 DZ profile
Cusher_K4,N20000702,500,Cusher_K4 DZ profile
Cusher_K5,N20000703,614,Cusher_K5 DZ profile
Cusher_H3,N20000704,399,Cusher_H3 DZ profile
Cusher_L2,N20000705,456,Cusher_L2 DZ profile
Cusher_L3,N20000706,767,Cusher_L3 DZ profile
Cusher_L4,N20000707,536,Cusher_L4 DZ profile
Cusher_H4,N20000708,565,Cusher_H4 DZ profile
Cusher_K6,N20000709,736,Cusher_K6 DZ profile
Cusher_L5,N20000710,874,Cusher_L5 DZ profile
Oldpark_A1,N20000711,764,Oldpark_A1 DZ profile
Oldpark_A2,N20000712,475,Oldpark_A2 DZ profile
Oldpark_A3,N20000713,584,Oldpark_A3 DZ profile
Oldpark_B1,N20000714,248,Oldpark_B1 DZ profile
Oldpark_D1,N20000715,581,Oldpark_D1 DZ profile
Oldpark_C1,N20000716,626,Oldpark_C1 DZ profile
Oldpark_B2,N20000717,590,Oldpark_B2 DZ profile
Oldpark_B3,N20000718,447,Oldpark_B3 DZ profile
Oldpark_A4,N20000719,526,Oldpark_A4 DZ profile
Oldpark_B4,N20000720,389,Oldpark_B4 DZ profile
Oldpark_A5,N20000721,359,Oldpark_A5 DZ profile
Oldpark_C2,N20000722,412,Oldpark_C2 DZ profile
Oldpark_C3,N20000723,570,Oldpark_C3 DZ profile
Oldpark_D2,N20000724,446,Oldpark_D2 DZ profile
Oldpark_D3,N20000725,372,Oldpark_D3 DZ profile
Oldpark_E1,N20000726,536,Oldpark_E1 DZ profile
Oldpark_C4,N20000727,390,Oldpark_C4 DZ profile
Oldpark_F1,N20000728,427,Oldpark_F1 DZ profile
Oldpark_E2,N20000729,359,Oldpark_E2 DZ profile
Oldpark_F2,N20000730,702,Oldpark_F2 DZ profile
Oldpark_D4,N20000731,728,Oldpark_D4 DZ profile
Oldpark_E3,N20000732,516,Oldpark_E3 DZ profile
Oldpark_E4,N20000733,590,Oldpark_E4 DZ profile
Oldpark_G1,N20000734,358,Oldpark_G1 DZ profile
Oldpark_G2,N20000735,518,Oldpark_G2 DZ profile
Oldpark_F3,N20000736,426,Oldpark_F3 DZ profile
Oldpark_K1,N20000737,491,Oldpark_K1 DZ profile
Oldpark_G3,N20000738,467,Oldpark_G3 DZ profile
Oldpark_E5,N20000739,309,Oldpark_E5 DZ profile
Oldpark_H1,N20000740,437,Oldpark_H1 DZ profile
Oldpark_G4,N20000741,448,Oldpark_G4 DZ profile
Oldpark_K2,N20000742,387,Oldpark_K2 DZ profile
Oldpark_J1,N20000743,448,Oldpark_J1 DZ profile
Oldpark_J2,N20000744,494,Oldpark_J2 DZ profile
Oldpark_G5,N20000745,401,Oldpark_G5 DZ profile
Oldpark_N1,N20000746,673,Oldpark_N1 DZ profile
Oldpark_L1,N20000747,389,Oldpark_L1 DZ profile
Oldpark_H2,N20000748,687,Oldpark_H2 DZ profile
Oldpark_N2,N20000749,648,Oldpark_N2 DZ profile
Oldpark_L2,N20000750,529,Oldpark_L2 DZ profile
Oldpark_H3,N20000751,427,Oldpark_H3 DZ profile
Oldpark_J3,N20000752,395,Oldpark_J3 DZ profile
Oldpark_K3,N20000753,487,Oldpark_K3 DZ profile
Oldpark_R1,N20000754,220,Oldpark_R1 DZ profile
Oldpark_N3,N20000755,502,Oldpark_N3 DZ profile
Oldpark_K4,N20000756,463,Oldpark_K4 DZ profile
Oldpark_L3,N20000757,441,Oldpark_L3 DZ profile
Oldpark_Q1,N20000758,562,Oldpark_Q1 DZ profile
Oldpark_R2,N20000759,429,Oldpark_R2 DZ profile
Oldpark_P1,N20000760,414,Oldpark_P1 DZ profile
Oldpark_L4,N20000761,529,Oldpark_L4 DZ profile
Oldpark_P2,N20000762,377,Oldpark_P2 DZ profile
Oldpark_L5,N20000763,374,Oldpark_L5 DZ profile
Oldpark_R3,N20000764,395,Oldpark_R3 DZ profile
Oldpark_Q2,N20000765,370,Oldpark_Q2 DZ profile
Oldpark_R4,N20000766,325,Oldpark_R4 DZ profile
Oldpark_N4,N20000767,563,Oldpark_N4 DZ profile
Oldpark_P3,N20000768,484,Oldpark_P3 DZ profile
Oldpark_R5,N20000769,483,Oldpark_R5 DZ profile
Oldpark_Q3,N20000770,579,Oldpark_Q3 DZ profile
Oldpark_S1,N20000771,417,Oldpark_S1 DZ profile
Oldpark_U1,N20000772,221,Oldpark_U1 DZ profile
Oldpark_T1,N20000773,425,Oldpark_T1 DZ profile
Oldpark_U2,N20000774,227,Oldpark_U2 DZ profile
Oldpark_R6,N20000775,441,Oldpark_R6 DZ profile
Oldpark_Q4,N20000776,535,Oldpark_Q4 DZ profile
Oldpark_S2,N20000777,225,Oldpark_S2 DZ profile
Oldpark_S3,N20000778,254,Oldpark_S3 DZ profile
Oldpark_T2,N20000779,345,Oldpark_T2 DZ profile
Oldpark_S4,N20000780,161,Oldpark_S4 DZ profile
Oldpark_T3,N20000781,419,Oldpark_T3 DZ profile
Oldpark_S5,N20000782,401,Oldpark_S5 DZ profile
Oldpark_U3,N20000783,581,Oldpark_U3 DZ profile
Oldpark_T4,N20000784,383,Oldpark_T4 DZ profile
Oldpark_U4,N20000785,470,Oldpark_U4 DZ profile
Oldpark_U5,N20000786,277,Oldpark_U5 DZ profile
Castle_A1,N20000787,517,Castle_A1 DZ profile
Castle_A2,N20000788,735,Castle_A2 DZ profile
Castle_A3,N20000789,450,Castle_A3 DZ profile
Castle_B1,N20000790,472,Castle_B1 DZ profile
Castle_B2,N20000791,504,Castle_B2 DZ profile
Castle_B3,N20000792,438,Castle_B3 DZ profile
Castle_B4,N20000793,525,Castle_B4 DZ profile
Castle_C1,N20000794,570,Castle_C1 DZ profile
Castle_C2,N20000795,649,Castle_C2 DZ profile
Castle_D1,N20000796,713,Castle_D1 DZ profile
Castle_C3,N20000797,531,Castle_C3 DZ profile
Castle_E1,N20000798,499,Castle_E1 DZ profile
Castle_D2,N20000799,562,Castle_D2 DZ profile
Castle_E2,N20000800,596,Castle_E2 DZ profile
Castle_E3,N20000801,500,Castle_E3 DZ profile
Castle_F1,N20000802,526,Castle_F1 DZ profile
Castle_F2,N20000803,544,Castle_F2 DZ profile
Castle_H1,N20000804,344,Castle_H1 DZ profile
Castle_G1,N20000805,571,Castle_G1 DZ profile
Castle_G2,N20000806,478,Castle_G2 DZ profile
Castle_J1,N20000807,604,Castle_J1 DZ profile
Castle_D3,N20000808,521,Castle_D3 DZ profile
Castle_G3,N20000809,559,Castle_G3 DZ profile
Castle_H2,N20000810,428,Castle_H2 DZ profile
Castle_H3,N20000811,644,Castle_H3 DZ profile
Castle_F3,N20000812,318,Castle_F3 DZ profile
Castle_H4,N20000813,247,Castle_H4 DZ profile
Castle_J2,N20000814,338,Castle_J2 DZ profile
Castle_J3,N20000815,371,Castle_J3 DZ profile
Castle_J4,N20000816,613,Castle_J4 DZ profile
Castle_H5,N20000817,749,Castle_H5 DZ profile
Castle_L1,N20000818,442,Castle_L1 DZ profile
Castle_G4,N20000819,356,Castle_G4 DZ profile
Castle_G5,N20000820,442,Castle_G5 DZ profile
Castle_K1,N20000821,318,Castle_K1 DZ profile
Castle_L2,N20000822,244,Castle_L2 DZ profile
Castle_K2,N20000823,501,Castle_K2 DZ profile
Castle_L3,N20000824,636,Castle_L3 DZ profile
Castle_Q1,N20000825,320,Castle_Q1 DZ profile
Castle_N1,N20000826,308,Castle_N1 DZ profile
Castle_J5,N20000827,516,Castle_J5 DZ profile
Castle_K3,N20000828,340,Castle_K3 DZ profile
Castle_K4,N20000829,327,Castle_K4 DZ profile
Castle_L4,N20000830,376,Castle_L4 DZ profile
Castle_N2,N20000831,523,Castle_N2 DZ profile
Castle_N3,N20000832,309,Castle_N3 DZ profile
Castle_R1,N20000833,521,Castle_R1 DZ profile
Castle_L5,N20000834,341,Castle_L5 DZ profile
Castle_P1,N20000835,722,Castle_P1 DZ profile
Castle_R2,N20000836,496,Castle_R2 DZ profile
Castle_P2,N20000837,574,Castle_P2 DZ profile
Castle_R3,N20000838,463,Castle_R3 DZ profile
Castle_R4,N20000839,359,Castle_R4 DZ profile
Castle_R5,N20000840,380,Castle_R5 DZ profile
Castle_S1,N20000841,892,Castle_S1 DZ profile
Castle_T1,N20000842,320,Castle_T1 DZ profile
Castle_S2,N20000843,344,Castle_S2 DZ profile
Castle_T2,N20000844,520,Castle_T2 DZ profile
Castle_S3,N20000845,344,Castle_S3 DZ profile
Castle_U1,N20000846,413,Castle_U1 DZ profile
Castle_T3,N20000847,313,Castle_T3 DZ profile
Castle_U2,N20000848,477,Castle_U2 DZ profile
Castle_U3,N20000849,574,Castle_U3 DZ profile
Castle_T4,N20000850,282,Castle_T4 DZ profile
Castle_U4,N20000851,467,Castle_U4 DZ profile
Castle_U5,N20000852,440,Castle_U5 DZ profile
Castle_T5,N20000853,532,Castle_T5 DZ profile
Castle_Q2,N20000854,329,Castle_Q2 DZ profile
Castle_Q3,N20000855,"1,498",Castle_Q3 DZ profile
Titanic_A1,N20000856,443,Titanic_A1 DZ profile
Titanic_B1,N20000857,568,Titanic_B1 DZ profile
Titanic_A2,N20000858,431,Titanic_A2 DZ profile
Titanic_A3,N20000859,376,Titanic_A3 DZ profile
Titanic_C1,N20000860,491,Titanic_C1 DZ profile
Titanic_C2,N20000861,412,Titanic_C2 DZ profile
Titanic_C3,N20000862,471,Titanic_C3 DZ profile
Titanic_C4,N20000863,319,Titanic_C4 DZ profile
Titanic_C5,N20000864,192,Titanic_C5 DZ profile
Titanic_D1,N20000865,395,Titanic_D1 DZ profile
Titanic_D2,N20000866,400,Titanic_D2 DZ profile
Titanic_E1,N20000867,393,Titanic_E1 DZ profile
Titanic_D3,N20000868,375,Titanic_D3 DZ profile
Titanic_D4,N20000869,388,Titanic_D4 DZ profile
Titanic_F1,N20000870,407,Titanic_F1 DZ profile
Titanic_E2,N20000871,399,Titanic_E2 DZ profile
Titanic_D5,N20000872,460,Titanic_D5 DZ profile
Titanic_F2,N20000873,327,Titanic_F2 DZ profile
Titanic_F3,N20000874,312,Titanic_F3 DZ profile
Titanic_E3,N20000875,458,Titanic_E3 DZ profile
Titanic_G1,N20000876,256,Titanic_G1 DZ profile
Titanic_F4,N20000877,528,Titanic_F4 DZ profile
Titanic_J1,N20000878,351,Titanic_J1 DZ profile
Titanic_E4,N20000879,265,Titanic_E4 DZ profile
Titanic_F5,N20000880,419,Titanic_F5 DZ profile
Titanic_G2,N20000881,467,Titanic_G2 DZ profile
Titanic_B2,N20000882,499,Titanic_B2 DZ profile
Titanic_G3,N20000883,373,Titanic_G3 DZ profile
Titanic_B3,N20000884,304,Titanic_B3 DZ profile
Titanic_B4,N20000885,389,Titanic_B4 DZ profile
Titanic_H1,N20000886,455,Titanic_H1 DZ profile
Titanic_H2,N20000887,637,Titanic_H2 DZ profile
Titanic_J2,N20000888,523,Titanic_J2 DZ profile
Titanic_K1,N20000889,282,Titanic_K1 DZ profile
Titanic_K2,N20000890,479,Titanic_K2 DZ profile
Titanic_J3,N20000891,371,Titanic_J3 DZ profile
Titanic_N1,N20000892,523,Titanic_N1 DZ profile
Titanic_L1,N20000893,519,Titanic_L1 DZ profile
Titanic_H3,N20000894,548,Titanic_H3 DZ profile
Titanic_K3,N20000895,232,Titanic_K3 DZ profile
Titanic_H4,N20000896,730,Titanic_H4 DZ profile
Titanic_K4,N20000897,411,Titanic_K4 DZ profile
Titanic_Q1,N20000898,270,Titanic_Q1 DZ profile
Titanic_J4,N20000899,444,Titanic_J4 DZ profile
Titanic_N2,N20000900,357,Titanic_N2 DZ profile
Titanic_L2,N20000901,356,Titanic_L2 DZ profile
Titanic_R1,N20000902,606,Titanic_R1 DZ profile
