Census 2021 Data Zone Code,Census 2021 Data Zone Label,Household Deprivation Code,Household Deprivation Label,Count
N20001250,Collin_F2,2,Household is deprived in 1 dimension,44
N20001250,Collin_F2,3,Household is deprived in 2 dimensions,33
N20001250,Collin_F2,4,Household is deprived in 3 dimensions,9
N20001250,Collin_F2,5,Household is deprived in 4 dimensions,0
N20001251,Collin_D4,1,Household is not deprived in any dimension,102
N20001251,Collin_D4,2,Household is deprived in 1 dimension,97
N20001251,Collin_D4,3,Household is deprived in 2 dimensions,59
N20001251,Collin_D4,4,Household is deprived in 3 dimensions,12
N20001251,Collin_D4,5,Household is deprived in 4 dimensions,0
N20001252,Collin_E4,1,Household is not deprived in any dimension,37
N20001252,Collin_E4,2,Household is deprived in 1 dimension,56
N20001252,Collin_E4,3,Household is deprived in 2 dimensions,75
N20001252,Collin_E4,4,Household is deprived in 3 dimensions,31
N20001252,Collin_E4,5,Household is deprived in 4 dimensions,2
N20001253,Collin_J1,1,Household is not deprived in any dimension,128
N20001253,Collin_J1,2,Household is deprived in 1 dimension,79
N20001253,Collin_J1,3,Household is deprived in 2 dimensions,52
N20001253,Collin_J1,4,Household is deprived in 3 dimensions,23
N20001253,Collin_J1,5,Household is deprived in 4 dimensions,1
N20001254,Collin_F3,1,Household is not deprived in any dimension,61
N20001254,Collin_F3,2,Household is deprived in 1 dimension,71
N20001254,Collin_F3,3,Household is deprived in 2 dimensions,48
N20001254,Collin_F3,4,Household is deprived in 3 dimensions,21
N20001254,Collin_F3,5,Household is deprived in 4 dimensions,1
N20001255,Collin_B2,1,Household is not deprived in any dimension,44
N20001255,Collin_B2,2,Household is deprived in 1 dimension,74
N20001255,Collin_B2,3,Household is deprived in 2 dimensions,86
N20001255,Collin_B2,4,Household is deprived in 3 dimensions,55
N20001255,Collin_B2,5,Household is deprived in 4 dimensions,2
N20001256,Collin_G1,1,Household is not deprived in any dimension,35
N20001256,Collin_G1,2,Household is deprived in 1 dimension,57
N20001256,Collin_G1,3,Household is deprived in 2 dimensions,53
N20001256,Collin_G1,4,Household is deprived in 3 dimensions,35
N20001256,Collin_G1,5,Household is deprived in 4 dimensions,0
N20001257,Collin_G2,1,Household is not deprived in any dimension,33
N20001257,Collin_G2,2,Household is deprived in 1 dimension,60
N20001257,Collin_G2,3,Household is deprived in 2 dimensions,64
N20001257,Collin_G2,4,Household is deprived in 3 dimensions,46
N20001257,Collin_G2,5,Household is deprived in 4 dimensions,5
N20001258,Collin_H1,1,Household is not deprived in any dimension,162
N20001258,Collin_H1,2,Household is deprived in 1 dimension,118
N20001258,Collin_H1,3,Household is deprived in 2 dimensions,49
N20001258,Collin_H1,4,Household is deprived in 3 dimensions,4
N20001258,Collin_H1,5,Household is deprived in 4 dimensions,0
N20001259,Collin_K1,1,Household is not deprived in any dimension,95
N20001259,Collin_K1,2,Household is deprived in 1 dimension,86
N20001259,Collin_K1,3,Household is deprived in 2 dimensions,61
N20001259,Collin_K1,4,Household is deprived in 3 dimensions,22
N20001259,Collin_K1,5,Household is deprived in 4 dimensions,4
N20001260,Collin_J2,1,Household is not deprived in any dimension,104
N20001260,Collin_J2,2,Household is deprived in 1 dimension,54
N20001260,Collin_J2,3,Household is deprived in 2 dimensions,16
N20001260,Collin_J2,4,Household is deprived in 3 dimensions,4
N20001260,Collin_J2,5,Household is deprived in 4 dimensions,0
N20001261,Collin_B3,1,Household is not deprived in any dimension,41
N20001261,Collin_B3,2,Household is deprived in 1 dimension,76
N20001261,Collin_B3,3,Household is deprived in 2 dimensions,110
N20001261,Collin_B3,4,Household is deprived in 3 dimensions,72
N20001261,Collin_B3,5,Household is deprived in 4 dimensions,3
N20001262,Collin_G3,1,Household is not deprived in any dimension,45
N20001262,Collin_G3,2,Household is deprived in 1 dimension,56
N20001262,Collin_G3,3,Household is deprived in 2 dimensions,50
N20001262,Collin_G3,4,Household is deprived in 3 dimensions,33
N20001262,Collin_G3,5,Household is deprived in 4 dimensions,3
N20001263,Collin_G4,1,Household is not deprived in any dimension,26
N20001263,Collin_G4,2,Household is deprived in 1 dimension,62
N20001263,Collin_G4,3,Household is deprived in 2 dimensions,62
N20001263,Collin_G4,4,Household is deprived in 3 dimensions,55
N20001263,Collin_G4,5,Household is deprived in 4 dimensions,2
N20001264,Collin_H2,1,Household is not deprived in any dimension,153
N20001264,Collin_H2,2,Household is deprived in 1 dimension,88
N20001264,Collin_H2,3,Household is deprived in 2 dimensions,31
N20001264,Collin_H2,4,Household is deprived in 3 dimensions,3
N20001264,Collin_H2,5,Household is deprived in 4 dimensions,1
N20001265,Collin_H3,1,Household is not deprived in any dimension,89
N20001265,Collin_H3,2,Household is deprived in 1 dimension,67
N20001265,Collin_H3,3,Household is deprived in 2 dimensions,35
N20001265,Collin_H3,4,Household is deprived in 3 dimensions,8
N20001265,Collin_H3,5,Household is deprived in 4 dimensions,1
N20001266,Collin_G5,1,Household is not deprived in any dimension,30
N20001266,Collin_G5,2,Household is deprived in 1 dimension,57
N20001266,Collin_G5,3,Household is deprived in 2 dimensions,79
N20001266,Collin_G5,4,Household is deprived in 3 dimensions,46
N20001266,Collin_G5,5,Household is deprived in 4 dimensions,5
N20001267,Collin_L1,1,Household is not deprived in any dimension,102
N20001267,Collin_L1,2,Household is deprived in 1 dimension,55
N20001267,Collin_L1,3,Household is deprived in 2 dimensions,16
N20001267,Collin_L1,4,Household is deprived in 3 dimensions,5
N20001267,Collin_L1,5,Household is deprived in 4 dimensions,0
N20001268,Collin_B4,1,Household is not deprived in any dimension,30
N20001268,Collin_B4,2,Household is deprived in 1 dimension,56
N20001268,Collin_B4,3,Household is deprived in 2 dimensions,69
N20001268,Collin_B4,4,Household is deprived in 3 dimensions,43
N20001268,Collin_B4,5,Household is deprived in 4 dimensions,6
N20001269,Collin_K2,1,Household is not deprived in any dimension,22
N20001269,Collin_K2,2,Household is deprived in 1 dimension,45
N20001269,Collin_K2,3,Household is deprived in 2 dimensions,75
N20001269,Collin_K2,4,Household is deprived in 3 dimensions,64
N20001269,Collin_K2,5,Household is deprived in 4 dimensions,24
N20001270,Collin_K3,1,Household is not deprived in any dimension,31
N20001270,Collin_K3,2,Household is deprived in 1 dimension,43
N20001270,Collin_K3,3,Household is deprived in 2 dimensions,41
N20001270,Collin_K3,4,Household is deprived in 3 dimensions,40
N20001270,Collin_K3,5,Household is deprived in 4 dimensions,18
N20001271,Collin_H4,1,Household is not deprived in any dimension,93
N20001271,Collin_H4,2,Household is deprived in 1 dimension,55
N20001271,Collin_H4,3,Household is deprived in 2 dimensions,21
N20001271,Collin_H4,4,Household is deprived in 3 dimensions,1
N20001271,Collin_H4,5,Household is deprived in 4 dimensions,0
N20001272,Collin_N1,1,Household is not deprived in any dimension,25
N20001272,Collin_N1,2,Household is deprived in 1 dimension,70
N20001272,Collin_N1,3,Household is deprived in 2 dimensions,89
N20001272,Collin_N1,4,Household is deprived in 3 dimensions,47
N20001272,Collin_N1,5,Household is deprived in 4 dimensions,4
N20001273,Collin_L2,1,Household is not deprived in any dimension,74
N20001273,Collin_L2,2,Household is deprived in 1 dimension,40
N20001273,Collin_L2,3,Household is deprived in 2 dimensions,12
N20001273,Collin_L2,4,Household is deprived in 3 dimensions,6
N20001273,Collin_L2,5,Household is deprived in 4 dimensions,0
N20001274,Collin_P1,1,Household is not deprived in any dimension,48
N20001274,Collin_P1,2,Household is deprived in 1 dimension,47
N20001274,Collin_P1,3,Household is deprived in 2 dimensions,52
N20001274,Collin_P1,4,Household is deprived in 3 dimensions,32
N20001274,Collin_P1,5,Household is deprived in 4 dimensions,3
N20001275,Collin_J3,1,Household is not deprived in any dimension,108
N20001275,Collin_J3,2,Household is deprived in 1 dimension,55
N20001275,Collin_J3,3,Household is deprived in 2 dimensions,13
N20001275,Collin_J3,4,Household is deprived in 3 dimensions,1
N20001275,Collin_J3,5,Household is deprived in 4 dimensions,0
N20001276,Collin_K4,1,Household is not deprived in any dimension,30
N20001276,Collin_K4,2,Household is deprived in 1 dimension,51
N20001276,Collin_K4,3,Household is deprived in 2 dimensions,74
N20001276,Collin_K4,4,Household is deprived in 3 dimensions,51
N20001276,Collin_K4,5,Household is deprived in 4 dimensions,10
N20001277,Collin_N2,1,Household is not deprived in any dimension,63
N20001277,Collin_N2,2,Household is deprived in 1 dimension,73
N20001277,Collin_N2,3,Household is deprived in 2 dimensions,66
N20001277,Collin_N2,4,Household is deprived in 3 dimensions,40
N20001277,Collin_N2,5,Household is deprived in 4 dimensions,5
N20001278,Collin_L3,1,Household is not deprived in any dimension,106
N20001278,Collin_L3,2,Household is deprived in 1 dimension,50
N20001278,Collin_L3,3,Household is deprived in 2 dimensions,28
N20001278,Collin_L3,4,Household is deprived in 3 dimensions,5
N20001278,Collin_L3,5,Household is deprived in 4 dimensions,0
N20001279,Collin_L4,1,Household is not deprived in any dimension,112
N20001279,Collin_L4,2,Household is deprived in 1 dimension,66
N20001279,Collin_L4,3,Household is deprived in 2 dimensions,15
N20001279,Collin_L4,4,Household is deprived in 3 dimensions,3
N20001279,Collin_L4,5,Household is deprived in 4 dimensions,0
N20001280,Collin_J4,1,Household is not deprived in any dimension,70
N20001280,Collin_J4,2,Household is deprived in 1 dimension,58
N20001280,Collin_J4,3,Household is deprived in 2 dimensions,33
N20001280,Collin_J4,4,Household is deprived in 3 dimensions,7
N20001280,Collin_J4,5,Household is deprived in 4 dimensions,0
N20001281,Collin_R1,1,Household is not deprived in any dimension,86
N20001281,Collin_R1,2,Household is deprived in 1 dimension,47
N20001281,Collin_R1,3,Household is deprived in 2 dimensions,15
N20001281,Collin_R1,4,Household is deprived in 3 dimensions,2
N20001281,Collin_R1,5,Household is deprived in 4 dimensions,0
N20001282,Collin_Q1,1,Household is not deprived in any dimension,68
N20001282,Collin_Q1,2,Household is deprived in 1 dimension,49
N20001282,Collin_Q1,3,Household is deprived in 2 dimensions,36
N20001282,Collin_Q1,4,Household is deprived in 3 dimensions,13
N20001282,Collin_Q1,5,Household is deprived in 4 dimensions,0
N20001283,Collin_P2,1,Household is not deprived in any dimension,33
N20001283,Collin_P2,2,Household is deprived in 1 dimension,38
N20001283,Collin_P2,3,Household is deprived in 2 dimensions,50
N20001283,Collin_P2,4,Household is deprived in 3 dimensions,31
N20001283,Collin_P2,5,Household is deprived in 4 dimensions,8
N20001284,Collin_N3,1,Household is not deprived in any dimension,115
N20001284,Collin_N3,2,Household is deprived in 1 dimension,64
N20001284,Collin_N3,3,Household is deprived in 2 dimensions,26
N20001284,Collin_N3,4,Household is deprived in 3 dimensions,6
N20001284,Collin_N3,5,Household is deprived in 4 dimensions,0
N20001285,Collin_P3,1,Household is not deprived in any dimension,48
N20001285,Collin_P3,2,Household is deprived in 1 dimension,50
N20001285,Collin_P3,3,Household is deprived in 2 dimensions,40
N20001285,Collin_P3,4,Household is deprived in 3 dimensions,27
N20001285,Collin_P3,5,Household is deprived in 4 dimensions,3
N20001286,Collin_P4,1,Household is not deprived in any dimension,20
N20001286,Collin_P4,2,Household is deprived in 1 dimension,43
N20001286,Collin_P4,3,Household is deprived in 2 dimensions,31
N20001286,Collin_P4,4,Household is deprived in 3 dimensions,20
N20001286,Collin_P4,5,Household is deprived in 4 dimensions,1
N20001287,Collin_Q2,1,Household is not deprived in any dimension,33
N20001287,Collin_Q2,2,Household is deprived in 1 dimension,53
N20001287,Collin_Q2,3,Household is deprived in 2 dimensions,58
N20001287,Collin_Q2,4,Household is deprived in 3 dimensions,27
N20001287,Collin_Q2,5,Household is deprived in 4 dimensions,1
N20001288,Collin_P5,1,Household is not deprived in any dimension,46
N20001288,Collin_P5,2,Household is deprived in 1 dimension,56
N20001288,Collin_P5,3,Household is deprived in 2 dimensions,65
N20001288,Collin_P5,4,Household is deprived in 3 dimensions,48
N20001288,Collin_P5,5,Household is deprived in 4 dimensions,3
N20001289,Collin_R2,1,Household is not deprived in any dimension,63
N20001289,Collin_R2,2,Household is deprived in 1 dimension,64
N20001289,Collin_R2,3,Household is deprived in 2 dimensions,40
N20001289,Collin_R2,4,Household is deprived in 3 dimensions,17
N20001289,Collin_R2,5,Household is deprived in 4 dimensions,0
N20001290,Collin_Q3,1,Household is not deprived in any dimension,154
N20001290,Collin_Q3,2,Household is deprived in 1 dimension,126
N20001290,Collin_Q3,3,Household is deprived in 2 dimensions,67
N20001290,Collin_Q3,4,Household is deprived in 3 dimensions,14
N20001290,Collin_Q3,5,Household is deprived in 4 dimensions,0
N20001291,Collin_N4,1,Household is not deprived in any dimension,85
N20001291,Collin_N4,2,Household is deprived in 1 dimension,58
N20001291,Collin_N4,3,Household is deprived in 2 dimensions,28
N20001291,Collin_N4,4,Household is deprived in 3 dimensions,11
N20001291,Collin_N4,5,Household is deprived in 4 dimensions,1
N20001292,Collin_R3,1,Household is not deprived in any dimension,119
N20001292,Collin_R3,2,Household is deprived in 1 dimension,70
N20001292,Collin_R3,3,Household is deprived in 2 dimensions,47
N20001292,Collin_R3,4,Household is deprived in 3 dimensions,14
N20001292,Collin_R3,5,Household is deprived in 4 dimensions,1
N20001293,Collin_P6,1,Household is not deprived in any dimension,30
N20001293,Collin_P6,2,Household is deprived in 1 dimension,47
N20001293,Collin_P6,3,Household is deprived in 2 dimensions,48
N20001293,Collin_P6,4,Household is deprived in 3 dimensions,29
N20001293,Collin_P6,5,Household is deprived in 4 dimensions,1
N20001294,Collin_R4,1,Household is not deprived in any dimension,49
N20001294,Collin_R4,2,Household is deprived in 1 dimension,36
N20001294,Collin_R4,3,Household is deprived in 2 dimensions,14
N20001294,Collin_R4,4,Household is deprived in 3 dimensions,2
N20001294,Collin_R4,5,Household is deprived in 4 dimensions,1
N20001295,Collin_Q4,1,Household is not deprived in any dimension,26
N20001295,Collin_Q4,2,Household is deprived in 1 dimension,43
N20001295,Collin_Q4,3,Household is deprived in 2 dimensions,43
N20001295,Collin_Q4,4,Household is deprived in 3 dimensions,37
N20001295,Collin_Q4,5,Household is deprived in 4 dimensions,10
N20001296,Collin_R5,1,Household is not deprived in any dimension,68
N20001296,Collin_R5,2,Household is deprived in 1 dimension,54
N20001296,Collin_R5,3,Household is deprived in 2 dimensions,36
N20001296,Collin_R5,4,Household is deprived in 3 dimensions,8
N20001296,Collin_R5,5,Household is deprived in 4 dimensions,6
N20001297,Black_Mountain_A1,1,Household is not deprived in any dimension,42
N20001297,Black_Mountain_A1,2,Household is deprived in 1 dimension,44
N20001297,Black_Mountain_A1,3,Household is deprived in 2 dimensions,47
N20001297,Black_Mountain_A1,4,Household is deprived in 3 dimensions,22
N20001297,Black_Mountain_A1,5,Household is deprived in 4 dimensions,0
N20001298,Black_Mountain_A2,1,Household is not deprived in any dimension,49
N20001298,Black_Mountain_A2,2,Household is deprived in 1 dimension,63
N20001298,Black_Mountain_A2,3,Household is deprived in 2 dimensions,77
N20001298,Black_Mountain_A2,4,Household is deprived in 3 dimensions,44
N20001298,Black_Mountain_A2,5,Household is deprived in 4 dimensions,2
N20001299,Black_Mountain_A3,1,Household is not deprived in any dimension,23
N20001299,Black_Mountain_A3,2,Household is deprived in 1 dimension,50
N20001299,Black_Mountain_A3,3,Household is deprived in 2 dimensions,65
N20001299,Black_Mountain_A3,4,Household is deprived in 3 dimensions,45
N20001299,Black_Mountain_A3,5,Household is deprived in 4 dimensions,12
N20001300,Black_Mountain_B1,1,Household is not deprived in any dimension,36
N20001300,Black_Mountain_B1,2,Household is deprived in 1 dimension,71
N20001300,Black_Mountain_B1,3,Household is deprived in 2 dimensions,82
N20001300,Black_Mountain_B1,4,Household is deprived in 3 dimensions,62
N20001300,Black_Mountain_B1,5,Household is deprived in 4 dimensions,8
N20001301,Black_Mountain_A4,1,Household is not deprived in any dimension,37
N20001301,Black_Mountain_A4,2,Household is deprived in 1 dimension,76
N20001301,Black_Mountain_A4,3,Household is deprived in 2 dimensions,89
N20001301,Black_Mountain_A4,4,Household is deprived in 3 dimensions,73
N20001301,Black_Mountain_A4,5,Household is deprived in 4 dimensions,4
